row_id,day_hour,client_ip,no_get,no_post,no_head
8163,01/29/2019 12,54.36.149.194,1,1,1
8164,01/29/2019 12,66.249.182.255,27,30,29
8165,01/29/2019 12,2.185.222.255,1,1,1
8166,01/29/2019 12,54.36.187.255,1,1,1
8167,01/29/2019 12,178.253.33.228,6,6,6
8168,01/29/2019 12,31.56.96.228,21,21,21
8169,01/29/2019 12,5.78.198.229,16,16,15
8170,01/29/2019 12,5.112.228.255,2,2,2
8171,01/29/2019 12,204.131.255.255,9,9,8
8172,01/29/2019 12,54.36.149.247,1,1,1
8173,01/29/2019 12,91.99.72.192,16,16,15
8174,01/29/2019 12,54.36.149.235,1,1,0
8175,01/29/2019 12,5.184.255.255,1,1,1
8176,01/29/2019 12,54.83.255.255,1,1,1
8177,01/29/2019 12,5.78.180.252,1,1,1
8178,01/29/2019 12,5.211.97.216,35,35,36
8179,01/29/2019 12,144.255.255.255,1,1,1
8180,01/29/2019 12,207.46.71.255,10,11,11
8181,01/29/2019 12,34.247.132.230,1,1,1
8182,01/29/2019 12,173.249.54.244,6,6,5
8183,01/29/2019 12,2.179.161.255,6,5,6
8184,01/29/2019 12,54.36.149.218,1,1,1
8185,01/29/2019 12,66.111.225.255,36,36,36
8186,01/29/2019 12,46.224.77.209,4,3,3
8187,01/29/2019 13,204.132.255.255,9,9,10
8188,01/29/2019 13,54.36.158.255,0,1,1
8189,01/29/2019 13,172.20.99.255,1,1,1
8190,01/29/2019 13,207.46.40.255,6,5,5
8191,01/29/2019 13,5.185.255.255,1,1,1
8192,01/29/2019 13,5.160.157.198,2,2,1
8193,01/29/2019 13,207.46.51.255,7,7,6
8194,01/29/2019 13,54.36.188.255,1,1,1
8195,01/29/2019 13,2.177.75.255,18,18,18
8196,01/29/2019 13,173.249.54.245,6,6,4
8197,01/29/2019 13,31.56.96.229,20,20,20
8198,01/29/2019 13,66.111.226.255,35,35,38
8199,01/29/2019 13,5.78.198.230,15,15,16
8200,01/29/2019 13,2.185.223.255,1,1,1
8201,01/29/2019 13,34.247.132.231,1,1,1
8202,01/29/2019 13,54.84.255.255,1,0,1
8203,01/29/2019 13,54.36.149.241,1,1,1
8204,01/29/2019 13,54.36.149.219,0,1,1
8205,01/29/2019 13,54.36.164.255,1,1,1
8206,01/29/2019 13,2.179.162.255,6,6,5
8207,01/29/2019 13,54.36.232.255,1,1,1
8208,01/29/2019 13,66.249.64.244,1,1,1
8209,01/29/2019 13,157.55.207.255,3,2,3
8210,01/29/2019 13,51.15.15.232,1,2,2
8211,01/29/2019 13,54.36.149.195,1,1,0
8212,01/29/2019 13,5.211.97.217,36,35,34
8213,01/29/2019 13,54.36.148.196,1,1,1
8214,01/29/2019 13,17.58.102.221,3,3,3
8215,01/29/2019 13,54.36.149.248,1,0,1
8216,01/29/2019 13,54.36.148.195,1,1,1
8217,01/29/2019 13,91.99.72.193,15,15,14
8218,01/29/2019 13,5.112.229.255,1,2,2
8219,01/29/2019 13,5.78.180.253,1,1,1
8220,01/29/2019 13,54.36.148.210,1,1,1
8221,01/29/2019 13,145.255.255.255,1,1,1
8222,01/29/2019 13,178.253.33.229,5,5,6
8223,01/29/2019 13,40.77.219.255,9,10,9
8224,01/29/2019 13,54.36.149.213,1,1,1
8225,01/29/2019 13,46.224.77.210,4,2,3
8226,01/29/2019 13,66.249.80.255,19,18,19
8227,01/29/2019 13,45.255.255.255,20,19,20
8228,01/29/2019 13,54.36.148.188,1,1,1
8229,01/29/2019 13,104.194.24.211,1,1,1
8230,01/29/2019 13,54.36.149.236,1,1,1
8231,01/29/2019 13,66.249.183.255,30,30,30
8232,01/29/2019 13,207.46.72.255,11,10,10
8233,01/29/2019 14,157.55.208.255,3,3,3
8234,01/29/2019 14,34.247.132.232,1,1,1
8235,01/29/2019 14,54.36.149.214,1,1,1
8236,01/29/2019 14,51.15.15.233,2,2,2
8237,01/29/2019 14,204.133.255.255,9,9,10
8238,01/29/2019 14,66.249.81.255,20,20,18
8239,01/29/2019 14,40.77.220.255,10,9,8
8240,01/29/2019 14,66.249.184.255,29,29,28
8241,01/29/2019 14,54.36.148.197,1,1,1
8242,01/29/2019 14,207.46.41.255,6,6,5
8243,01/29/2019 14,104.194.24.212,1,1,0
8244,01/29/2019 14,54.85.255.255,1,1,1
8245,01/29/2019 14,2.179.163.255,6,6,5
8246,01/29/2019 14,66.111.227.255,36,37,36
8247,01/29/2019 14,54.36.189.255,1,1,1
8248,01/29/2019 14,54.36.149.249,1,0,1
8249,01/29/2019 14,5.112.230.255,2,1,2
8250,01/29/2019 14,54.36.149.237,1,1,0
8251,01/29/2019 14,173.249.54.246,5,6,6
8252,01/29/2019 14,5.211.97.218,34,35,34
8253,01/29/2019 14,46.224.77.211,4,4,4
8254,01/29/2019 14,54.36.233.255,1,1,1
8255,01/29/2019 14,207.46.52.255,6,6,7
8256,01/29/2019 14,5.160.157.199,2,2,2
8257,01/29/2019 14,54.36.165.255,1,1,1
8258,01/29/2019 14,91.99.72.194,15,13,16
8259,01/29/2019 14,17.58.102.222,3,3,3
8260,01/29/2019 14,5.186.255.255,1,1,1
8261,01/29/2019 14,54.36.149.196,1,1,1
8262,01/29/2019 14,46.255.255.255,20,21,20
8263,01/29/2019 14,54.36.149.220,1,1,1
8264,01/29/2019 14,146.255.255.255,1,1,1
8265,01/29/2019 14,2.177.76.255,17,17,17
8266,01/29/2019 14,31.56.96.230,22,19,22
8267,01/29/2019 14,172.20.100.255,1,1,1
8268,01/29/2019 14,5.78.198.231,16,16,15
8269,01/29/2019 14,54.36.148.211,1,1,1
8270,01/29/2019 14,5.78.180.254,1,1,1
8271,01/29/2019 14,2.185.224.255,1,1,1
8272,01/29/2019 14,54.36.149.242,1,1,1
8273,01/29/2019 14,54.36.148.196,1,0,1
8274,01/29/2019 14,178.253.33.230,6,6,6
8275,01/29/2019 14,207.46.73.255,10,11,10
8276,01/29/2019 14,66.249.64.245,0,1,1
8277,01/29/2019 14,54.36.148.189,1,1,1
8278,01/29/2019 14,54.36.159.255,1,1,0
8279,01/29/2019 15,17.58.102.223,3,3,3
8280,01/29/2019 15,66.249.82.255,19,19,20
8281,01/29/2019 15,2.179.164.255,5,5,5
8282,01/29/2019 15,47.255.255.255,21,19,21
8283,01/29/2019 15,54.36.148.198,1,1,1
8284,01/29/2019 15,54.36.160.255,1,1,1
8285,01/29/2019 15,5.78.180.255,1,1,1
8286,01/29/2019 15,157.55.209.255,3,2,1
8287,01/29/2019 15,91.99.72.195,16,14,15
8288,01/29/2019 15,40.77.221.255,9,10,9
8289,01/29/2019 15,207.46.74.255,11,11,10
8290,01/29/2019 15,147.255.255.255,1,1,1
8291,01/29/2019 15,54.36.149.250,1,1,1
8292,01/29/2019 15,204.134.255.255,10,8,9
8293,01/29/2019 15,172.20.101.255,1,1,0
8294,01/29/2019 15,46.224.77.212,4,4,4
8295,01/29/2019 15,2.177.77.255,18,18,16
8296,01/29/2019 15,5.187.255.255,0,1,1
8297,01/29/2019 15,5.160.157.200,2,2,2
8298,01/29/2019 15,54.36.149.215,1,1,1
8299,01/29/2019 15,104.194.24.213,1,1,1
8300,01/29/2019 15,66.249.185.255,30,31,31
8301,01/29/2019 15,54.36.148.212,1,1,1
8302,01/29/2019 15,54.36.148.197,1,1,1
8303,01/29/2019 15,34.247.132.233,1,1,1
8304,01/29/2019 15,66.249.64.246,1,1,1
8305,01/29/2019 15,54.36.234.255,1,1,0
8306,01/29/2019 15,54.86.255.255,1,1,1
8307,01/29/2019 15,2.185.225.255,1,1,1
8308,01/29/2019 15,54.36.149.221,1,1,1
8309,01/29/2019 15,54.36.149.243,1,1,1
8310,01/29/2019 15,54.36.190.255,1,1,1
8311,01/29/2019 15,51.15.15.234,2,2,2
8312,01/29/2019 15,173.249.54.247,6,6,6
8313,01/29/2019 15,54.36.149.197,1,1,1
8314,01/29/2019 15,207.46.53.255,7,7,7
8315,01/29/2019 15,5.78.198.232,15,16,14
8316,01/29/2019 15,66.111.228.255,37,36,36
8317,01/29/2019 15,54.36.166.255,1,1,1
8318,01/29/2019 15,54.36.148.190,1,1,1
8319,01/29/2019 15,5.211.97.219,34,35,28
8320,01/29/2019 15,178.253.33.231,6,5,6
8321,01/29/2019 15,54.36.149.238,1,1,1
8322,01/29/2019 15,207.46.42.255,5,5,6
8323,01/29/2019 15,5.112.231.255,1,2,2
8324,01/29/2019 15,31.56.96.231,22,21,20
8325,01/29/2019 16,54.36.235.255,1,1,1
8326,01/29/2019 16,54.36.149.216,1,1,1
8327,01/29/2019 16,54.36.148.198,1,1,1
8328,01/29/2019 16,204.135.255.255,10,10,10
8329,01/29/2019 16,173.249.54.248,6,5,4
8330,01/29/2019 16,66.111.229.255,33,37,38
8331,01/29/2019 16,34.247.132.234,1,1,1
8332,01/29/2019 16,31.56.96.232,21,21,22
8333,01/29/2019 16,2.177.78.255,16,16,16
8334,01/29/2019 16,40.77.222.255,9,8,10
8335,01/29/2019 16,157.55.210.255,3,2,3
8336,01/29/2019 16,172.20.102.255,1,1,1
8337,01/29/2019 16,54.36.161.255,0,1,1
8338,01/29/2019 16,207.46.54.255,7,7,6
8339,01/29/2019 16,5.160.157.201,2,2,2
8340,01/29/2019 16,54.87.255.255,1,1,1
8341,01/29/2019 16,54.36.167.255,1,1,1
8342,01/29/2019 16,51.15.15.235,2,2,1
8343,01/29/2019 16,54.36.148.199,1,1,1
8344,01/29/2019 16,91.99.72.196,16,16,16
8345,01/29/2019 16,207.46.75.255,11,11,11
8346,01/29/2019 16,48.255.255.255,19,20,21
8347,01/29/2019 16,46.224.77.213,4,4,4
8348,01/29/2019 16,17.58.102.224,2,3,3
8349,01/29/2019 16,54.36.149.198,1,1,1
8350,01/29/2019 16,148.255.255.255,1,1,1
8351,01/29/2019 16,54.36.149.222,1,1,1
8352,01/29/2019 16,104.194.24.214,1,1,1
8353,01/29/2019 16,2.179.165.255,6,6,6
8354,01/29/2019 16,5.78.198.233,14,15,14
8355,01/29/2019 16,5.188.255.255,1,1,1
8356,01/29/2019 16,207.46.43.255,5,5,6
8357,01/29/2019 16,54.36.149.244,1,1,1
8358,01/29/2019 16,66.249.186.255,30,30,31
8359,01/29/2019 16,66.249.64.247,1,1,1
8360,01/29/2019 16,5.112.232.255,2,2,2
8361,01/29/2019 16,5.211.97.220,36,34,36
8362,01/29/2019 16,54.36.149.239,1,1,1
8363,01/29/2019 16,54.36.148.191,1,1,1
8364,01/29/2019 16,5.78.181.255,0,1,1
8365,01/29/2019 16,66.249.83.255,19,20,19
8366,01/29/2019 16,2.185.226.255,1,1,1
8367,01/29/2019 16,54.36.149.251,1,1,1
8368,01/29/2019 16,54.36.191.255,1,1,1
8369,01/29/2019 16,178.253.33.232,6,6,6
8370,01/29/2019 16,54.36.148.213,1,1,1
8371,01/29/2019 17,66.249.84.255,18,18,20
8372,01/29/2019 17,5.189.255.255,1,1,1
8373,01/29/2019 17,5.211.97.221,35,35,35
8374,01/29/2019 17,54.36.149.252,1,1,1
8375,01/29/2019 17,34.247.132.235,1,1,1
8376,01/29/2019 17,204.136.255.255,8,9,9
8377,01/29/2019 17,66.111.230.255,36,35,35
8378,01/29/2019 17,54.36.149.223,1,1,1
8379,01/29/2019 17,5.78.198.234,16,13,16
8380,01/29/2019 17,54.36.192.255,0,1,1
8381,01/29/2019 17,54.36.149.199,1,1,1
8382,01/29/2019 17,66.249.64.248,1,1,1
8383,01/29/2019 17,207.46.76.255,9,11,9
8384,01/29/2019 17,5.160.157.202,2,2,2
8385,01/29/2019 17,40.77.223.255,9,10,10
8386,01/29/2019 17,149.255.255.255,1,1,1
8387,01/29/2019 17,172.20.103.255,1,1,1
8388,01/29/2019 17,2.179.166.255,5,6,5
8389,01/29/2019 17,104.194.24.215,1,1,1
8390,01/29/2019 17,54.36.148.199,1,1,1
8391,01/29/2019 17,54.36.148.200,1,1,1
8392,01/29/2019 17,207.46.55.255,6,7,7
8393,01/29/2019 17,54.36.162.255,1,1,1
8394,01/29/2019 17,54.36.148.192,1,1,1
8395,01/29/2019 17,49.255.255.255,20,21,20
8396,01/29/2019 17,54.36.149.240,0,1,1
8397,01/29/2019 17,54.36.148.214,1,1,1
8398,01/29/2019 17,91.99.72.197,15,16,16
8399,01/29/2019 17,46.224.77.214,4,4,4
8400,01/29/2019 17,2.185.227.255,1,1,1
8401,01/29/2019 17,31.56.96.233,21,20,21
8402,01/29/2019 17,66.249.187.255,30,31,31
8403,01/29/2019 17,54.88.255.255,1,1,1
8404,01/29/2019 17,54.36.149.245,1,1,1
8405,01/29/2019 17,54.36.236.255,1,1,1
8406,01/29/2019 17,5.78.182.255,1,1,1
8407,01/29/2019 17,51.15.15.236,2,2,2
8408,01/29/2019 17,54.36.149.217,1,1,0
8409,01/29/2019 17,157.55.211.255,3,3,3
8410,01/29/2019 17,17.58.102.225,3,3,2
8411,01/29/2019 17,2.177.79.255,17,18,18
8412,01/29/2019 17,173.249.54.249,6,5,6
8413,01/29/2019 17,207.46.44.255,5,6,6
8414,01/29/2019 17,54.36.168.255,1,0,1
8415,01/29/2019 17,5.112.233.255,2,2,2
8416,01/29/2019 17,178.253.33.233,6,5,6
8417,01/29/2019 18,54.36.149.246,1,1,1
8418,01/29/2019 18,54.36.148.215,1,1,1
8419,01/29/2019 18,91.99.72.198,16,14,15
8420,01/29/2019 18,54.89.255.255,1,1,1
8421,01/29/2019 18,54.36.148.201,1,1,1
8422,01/29/2019 18,54.36.148.200,1,1,1
8423,01/29/2019 18,178.253.33.234,6,5,6
8424,01/29/2019 18,46.224.77.215,4,4,4
8425,01/29/2019 18,54.36.149.200,1,1,1
8426,01/29/2019 18,31.56.96.234,20,18,21
8427,01/29/2019 18,54.36.148.193,1,1,1
8428,01/29/2019 18,54.36.193.255,1,0,1
8429,01/29/2019 18,173.249.54.250,6,6,5
8430,01/29/2019 18,66.249.85.255,19,20,18
8431,01/29/2019 18,54.36.149.241,1,1,1
8432,01/29/2019 18,66.249.188.255,30,29,30
8433,01/29/2019 18,50.255.255.255,21,20,21
8434,01/29/2019 18,54.36.163.255,1,1,1
8435,01/29/2019 18,34.247.132.236,1,1,1
8436,01/29/2019 18,5.211.97.222,35,34,33
8437,01/29/2019 18,54.36.149.224,1,1,1
8438,01/29/2019 18,204.137.255.255,10,9,10
8439,01/29/2019 18,2.177.80.255,17,16,16
8440,01/29/2019 18,172.20.104.255,1,1,1
8441,01/29/2019 18,66.249.64.249,1,1,1
8442,01/29/2019 18,207.46.56.255,7,7,7
8443,01/29/2019 18,51.15.15.237,2,2,2
8444,01/29/2019 18,5.78.198.235,15,15,15
8445,01/29/2019 18,207.46.77.255,10,11,11
8446,01/29/2019 18,157.55.212.255,3,3,3
8447,01/29/2019 18,5.78.183.255,1,1,1
8448,01/29/2019 18,54.36.169.255,1,1,1
8449,01/29/2019 18,40.77.224.255,9,10,9
8450,01/29/2019 18,5.190.255.255,1,1,1
8451,01/29/2019 18,54.36.149.218,1,1,1
8452,01/29/2019 18,207.46.45.255,6,6,4
8453,01/29/2019 18,5.112.234.255,2,2,2
8454,01/29/2019 18,17.58.102.226,3,1,3
8455,01/29/2019 18,66.111.231.255,35,35,37
8456,01/29/2019 18,104.194.24.216,1,1,0
8457,01/29/2019 18,54.36.237.255,1,1,1
8458,01/29/2019 18,54.36.149.253,1,1,1
8459,01/29/2019 18,150.255.255.255,1,1,1
8460,01/29/2019 18,2.185.228.255,1,1,1
8461,01/29/2019 18,5.160.157.203,2,2,2
8462,01/29/2019 18,2.179.167.255,6,5,6
8463,01/29/2019 19,5.78.198.236,16,16,16
8464,01/29/2019 19,66.111.232.255,36,33,35
8465,01/29/2019 19,66.249.64.250,1,1,1
8466,01/29/2019 19,54.90.255.255,1,1,1
8467,01/29/2019 19,91.99.72.199,15,16,16
8468,01/29/2019 19,54.36.164.255,1,1,1
8469,01/29/2019 19,40.77.225.255,10,10,9
8470,01/29/2019 19,207.46.46.255,6,6,6
8471,01/29/2019 19,66.249.86.255,20,19,19
8472,01/29/2019 19,34.247.132.237,1,1,1
8473,01/29/2019 19,5.191.255.255,0,1,1
8474,01/29/2019 19,51.15.15.238,2,2,2
8475,01/29/2019 19,104.194.24.217,0,1,1
8476,01/29/2019 19,54.36.194.255,1,1,1
8477,01/29/2019 19,173.249.54.251,6,6,6
8478,01/29/2019 19,31.56.96.235,21,22,21
8479,01/29/2019 19,178.253.33.235,6,6,6
8480,01/29/2019 19,54.36.148.202,1,0,1
8481,01/29/2019 19,54.36.149.225,1,1,1
8482,01/29/2019 19,5.112.235.255,2,2,2
8483,01/29/2019 19,66.249.189.255,29,31,29
8484,01/29/2019 19,2.177.81.255,17,18,18
8485,01/29/2019 19,5.78.184.255,1,1,1
8486,01/29/2019 19,54.36.148.201,1,1,1
8487,01/29/2019 19,17.58.102.227,3,3,3
8488,01/29/2019 19,2.185.229.255,1,1,1
8489,01/29/2019 19,54.36.149.201,1,1,1
8490,01/29/2019 19,151.255.255.255,1,1,1
8491,01/29/2019 19,54.36.148.216,1,1,1
8492,01/29/2019 19,5.211.97.223,35,36,35
8493,01/29/2019 19,54.36.149.219,1,1,1
8494,01/29/2019 19,5.160.157.204,2,1,2
8495,01/29/2019 19,54.36.170.255,1,1,1
8496,01/29/2019 19,54.36.149.254,1,1,1
8497,01/29/2019 19,54.36.148.194,1,1,1
8498,01/29/2019 19,157.55.213.255,3,2,3
8499,01/29/2019 19,54.36.238.255,1,1,1
8500,01/29/2019 19,54.36.149.247,1,1,1
8501,01/29/2019 19,54.36.149.242,1,1,0
8502,01/29/2019 19,51.255.255.255,21,21,21
8503,01/29/2019 19,207.46.57.255,7,6,7
8504,01/29/2019 19,2.179.168.255,6,5,5
8505,01/29/2019 19,46.224.77.216,4,4,4
8506,01/29/2019 19,204.138.255.255,9,9,10
8507,01/29/2019 19,172.20.105.255,1,1,1
8508,01/29/2019 19,207.46.78.255,11,10,10
8509,01/29/2019 20,54.36.171.255,1,1,1
8510,01/29/2019 20,2.179.169.255,6,6,6
8511,01/29/2019 20,31.56.96.236,21,21,20
8512,01/29/2019 20,2.177.82.255,16,17,18
8513,01/29/2019 20,66.111.233.255,36,34,35
8514,01/29/2019 20,54.36.149.202,1,1,1
8515,01/29/2019 20,157.55.214.255,3,3,3
8516,01/29/2019 20,173.249.54.252,5,6,6
8517,01/29/2019 20,5.78.198.237,14,15,14
8518,01/29/2019 20,152.255.255.255,1,1,1
8519,01/29/2019 20,66.249.64.251,1,1,1
8520,01/29/2019 20,54.36.149.248,1,1,1
8521,01/29/2019 20,207.46.58.255,6,6,7
8522,01/29/2019 20,2.185.230.255,1,1,1
8523,01/29/2019 20,66.249.87.255,17,19,19
8524,01/29/2019 20,46.224.77.217,4,4,4
8525,01/29/2019 20,104.194.24.218,1,1,1
8526,01/29/2019 20,34.247.132.238,1,1,1
8527,01/29/2019 20,54.36.148.202,1,1,1
8528,01/29/2019 20,54.36.239.255,1,1,1
8529,01/29/2019 20,54.91.255.255,1,1,1
8530,01/29/2019 20,207.46.47.255,6,6,6
8531,01/29/2019 20,5.211.97.224,33,35,33
8532,01/29/2019 20,54.36.148.195,1,1,1
8533,01/29/2019 20,207.46.79.255,11,10,10
8534,01/29/2019 20,54.36.148.203,1,1,1
8535,01/29/2019 20,54.36.149.243,1,1,1
8536,01/29/2019 20,204.139.255.255,9,10,10
8537,01/29/2019 20,54.36.149.255,1,1,1
8538,01/29/2019 20,5.160.157.205,2,2,2
8539,01/29/2019 20,54.36.148.217,1,1,1
8540,01/29/2019 20,52.255.255.255,19,21,20
8541,01/29/2019 20,17.58.102.228,3,3,3
8542,01/29/2019 20,40.77.226.255,10,10,8
8543,01/29/2019 20,66.249.190.255,27,29,26
8544,01/29/2019 20,5.78.185.255,1,1,1
8545,01/29/2019 20,5.112.236.255,2,2,2
8546,01/29/2019 20,5.192.255.255,1,1,1
8547,01/29/2019 20,178.253.33.236,6,6,6
8548,01/29/2019 20,54.36.165.255,1,0,1
8549,01/29/2019 20,91.99.72.200,16,16,15
8550,01/29/2019 20,54.36.149.226,1,1,1
8551,01/29/2019 20,54.36.195.255,1,1,1
8552,01/29/2019 20,54.36.149.220,1,1,1
8553,01/29/2019 20,51.15.15.239,1,2,2
8554,01/29/2019 20,172.20.106.255,1,1,1
8555,01/29/2019 21,34.247.132.239,1,1,1
8556,01/29/2019 21,5.193.255.255,1,1,1
8557,01/29/2019 21,5.78.198.238,15,14,15
8558,01/29/2019 21,31.56.96.237,20,21,22
8559,01/29/2019 21,54.36.240.255,1,1,1
8560,01/29/2019 21,153.255.255.255,1,1,1
8561,01/29/2019 21,54.36.149.227,0,1,1
8562,01/29/2019 21,204.140.255.255,10,9,10
8563,01/29/2019 21,66.249.64.252,1,0,1
8564,01/29/2019 21,51.15.15.240,2,2,2
8565,01/29/2019 21,66.249.191.255,29,30,28
8566,01/29/2019 21,5.160.157.206,2,2,2
8567,01/29/2019 21,54.36.148.204,1,1,1
8568,01/29/2019 21,207.46.80.255,11,11,10
8569,01/29/2019 21,54.36.166.255,1,1,1
8570,01/29/2019 21,54.36.149.203,1,1,0
8571,01/29/2019 21,17.58.102.229,3,3,3
8572,01/29/2019 21,66.249.88.255,19,16,20
8573,01/29/2019 21,172.20.107.255,1,1,1
8574,01/29/2019 21,54.36.148.218,1,1,1
8575,01/29/2019 21,2.185.231.255,1,1,1
8576,01/29/2019 21,46.224.77.218,4,4,4
8577,01/29/2019 21,54.36.149.221,1,1,1
8578,01/29/2019 21,207.46.59.255,6,7,4
8579,01/29/2019 21,173.249.54.253,6,6,6
8580,01/29/2019 21,54.36.148.203,1,1,1
8581,01/29/2019 21,66.111.234.255,37,35,34
8582,01/29/2019 21,2.177.83.255,18,18,17
8583,01/29/2019 21,53.255.255.255,20,20,21
8584,01/29/2019 21,5.78.186.255,0,1,1
8585,01/29/2019 21,5.112.237.255,2,2,2
8586,01/29/2019 21,207.46.48.255,6,6,5
8587,01/29/2019 21,178.253.33.237,6,6,6
8588,01/29/2019 21,54.92.255.255,1,1,1
8589,01/29/2019 21,54.36.196.255,1,1,1
8590,01/29/2019 21,40.77.227.255,10,10,10
8591,01/29/2019 21,104.194.24.219,1,1,1
8592,01/29/2019 21,54.36.149.244,1,1,1
8593,01/29/2019 21,54.36.172.255,1,1,1
8594,01/29/2019 21,157.55.215.255,3,2,3
8595,01/29/2019 21,54.36.148.196,0,1,1
8596,01/29/2019 21,91.99.72.201,16,16,15
8597,01/29/2019 21,54.36.150.255,1,1,1
8598,01/29/2019 21,5.211.97.225,34,36,34
8599,01/29/2019 21,2.179.170.255,6,6,6
8600,01/29/2019 21,54.36.149.249,1,1,1
8601,01/29/2019 22,5.211.97.226,36,33,33
8602,01/29/2019 22,54.36.149.228,1,1,1
8603,01/29/2019 22,207.46.49.255,6,5,6
8604,01/29/2019 22,54.36.151.255,1,1,1
8605,01/29/2019 22,5.78.198.239,16,15,16
8606,01/29/2019 22,157.55.216.255,3,3,3
8607,01/29/2019 22,54.36.149.250,1,1,1
8608,01/29/2019 22,178.253.33.238,6,6,6
8609,01/29/2019 22,5.78.187.255,1,1,1
8610,01/29/2019 22,46.224.77.219,4,4,4
8611,01/29/2019 22,5.112.238.255,2,2,2
8612,01/29/2019 22,2.179.171.255,6,5,6
8613,01/29/2019 22,154.255.255.255,1,1,1
8614,01/29/2019 22,204.141.255.255,10,10,9
8615,01/29/2019 22,66.249.192.255,31,27,30
8616,01/29/2019 22,66.249.89.255,20,19,20
8617,01/29/2019 22,54.36.148.204,0,1,1
8618,01/29/2019 22,173.249.54.254,5,6,5
8619,01/29/2019 22,31.56.96.238,22,21,21
8620,01/29/2019 22,66.249.64.253,1,1,1
8621,01/29/2019 22,172.20.108.255,1,1,1
8622,01/29/2019 22,17.58.102.230,3,3,3
8623,01/29/2019 22,66.111.235.255,37,36,37
8624,01/29/2019 22,54.36.148.205,1,1,1
8625,01/29/2019 22,5.194.255.255,1,0,1
8626,01/29/2019 22,54.36.148.197,1,1,1
8627,01/29/2019 22,54.255.255.255,21,18,20
8628,01/29/2019 22,51.15.15.241,2,2,2
8629,01/29/2019 22,54.36.167.255,1,1,1
8630,01/29/2019 22,34.247.132.240,1,1,1
8631,01/29/2019 22,91.99.72.202,15,14,16
8632,01/29/2019 22,104.194.24.220,1,1,1
8633,01/29/2019 22,54.36.149.222,1,1,1
8634,01/29/2019 22,207.46.60.255,7,6,7
8635,01/29/2019 22,5.160.157.207,2,2,2
8636,01/29/2019 22,54.93.255.255,1,1,1
8637,01/29/2019 22,54.36.197.255,0,1,1
8638,01/29/2019 22,54.36.148.219,1,1,1
8639,01/29/2019 22,207.46.81.255,11,10,11
8640,01/29/2019 22,54.36.173.255,1,1,1
8641,01/29/2019 22,54.36.149.204,1,1,1
8642,01/29/2019 22,2.185.232.255,1,1,1
8643,01/29/2019 22,54.36.241.255,1,0,1
8644,01/29/2019 22,54.36.149.245,1,1,1
8645,01/29/2019 22,2.177.84.255,17,16,17
8646,01/29/2019 22,40.77.228.255,7,10,8
8647,01/29/2019 23,173.249.54.255,6,5,6
8648,01/29/2019 23,91.99.72.203,15,16,16
8649,01/29/2019 23,2.185.233.255,1,1,1
8650,01/29/2019 23,55.255.255.255,19,18,19
8651,01/29/2019 23,104.194.24.221,1,1,1
8652,01/29/2019 23,155.255.255.255,1,0,1
8653,01/29/2019 23,54.36.149.251,1,1,1
8654,01/29/2019 23,2.177.85.255,18,16,18
8655,01/29/2019 23,178.253.33.239,6,6,6
8656,01/29/2019 23,54.36.198.255,1,1,0
8657,01/29/2019 23,66.249.90.255,20,19,19
8658,01/29/2019 23,46.224.77.220,4,4,4
8659,01/29/2019 23,54.36.148.206,0,1,1
8660,01/29/2019 23,66.249.64.254,1,1,1
8661,01/29/2019 23,54.94.255.255,0,1,1
8662,01/29/2019 23,5.211.97.227,32,34,36
8663,01/29/2019 23,54.36.149.205,1,1,1
8664,01/29/2019 23,54.36.149.223,1,1,1
8665,01/29/2019 23,54.36.148.198,1,1,1
8666,01/29/2019 23,66.249.193.255,28,31,31
8667,01/29/2019 23,5.160.157.208,2,2,2
8668,01/29/2019 23,54.36.152.255,1,1,1
8669,01/29/2019 23,54.36.168.255,1,1,1
8670,01/29/2019 23,51.15.15.242,2,2,2
8671,01/29/2019 23,54.36.148.205,1,1,1
8672,01/29/2019 23,5.78.198.240,15,15,15
8673,01/29/2019 23,54.36.148.220,1,1,1
8674,01/29/2019 23,54.36.174.255,1,1,1
8675,01/29/2019 23,34.247.132.241,1,0,1
8676,01/29/2019 23,5.195.255.255,1,1,1
8677,01/29/2019 23,54.36.149.246,1,1,1
8678,01/29/2019 23,31.56.96.239,21,22,22
8679,01/29/2019 23,66.111.236.255,37,31,35
8680,01/29/2019 23,40.77.229.255,8,7,8
8681,01/29/2019 23,172.20.109.255,1,1,1
8682,01/29/2019 23,207.46.61.255,7,6,7
8683,01/29/2019 23,157.55.217.255,3,3,3
8684,01/29/2019 23,54.36.242.255,1,1,1
8685,01/29/2019 23,207.46.50.255,6,6,6
8686,01/29/2019 23,204.142.255.255,10,9,10
8687,01/29/2019 23,17.58.102.231,3,3,3
8688,01/29/2019 23,2.179.172.255,6,4,5
8689,01/29/2019 23,5.112.239.255,2,2,2
8690,01/29/2019 23,54.36.149.229,1,1,1
8691,01/29/2019 23,207.46.82.255,10,9,10
8692,01/29/2019 23,5.78.188.255,1,1,1
8693,01/30/2019 00,54.36.149.224,1,1,0
8694,01/30/2019 00,66.249.91.255,17,19,20
8695,01/30/2019 00,2.185.234.255,1,1,1
8696,01/30/2019 00,207.46.83.255,10,11,10
8697,01/30/2019 00,54.36.148.221,1,1,1
8698,01/30/2019 00,204.143.255.255,10,9,9
8699,01/30/2019 00,66.249.194.255,28,30,29
